0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 4.000000000000000000e+00
0.000000000000000000e+00 6.000000000000000000e+00
1.000000000000000000e+00 6.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 4.000000000000000000e+00
0.000000000000000000e+00 7.000000000000000000e+00
0.000000000000000000e+00 9.000000000000000000e+00
0.000000000000000000e+00 8.000000000000000000e+00
0.000000000000000000e+00 2.200000000000000000e+01
0.000000000000000000e+00 2.400000000000000000e+01
0.000000000000000000e+00 2.200000000000000000e+01
0.000000000000000000e+00 3.600000000000000000e+01
1.000000000000000000e+00 4.300000000000000000e+01
0.000000000000000000e+00 3.900000000000000000e+01
0.000000000000000000e+00 4.100000000000000000e+01
0.000000000000000000e+00 4.900000000000000000e+01
1.000000000000000000e+00 4.300000000000000000e+01
0.000000000000000000e+00 4.000000000000000000e+01
0.000000000000000000e+00 4.400000000000000000e+01
0.000000000000000000e+00 7.400000000000000000e+01
0.000000000000000000e+00 3.300000000000000000e+01
1.000000000000000000e+00 4.300000000000000000e+01
1.000000000000000000e+00 6.600000000000000000e+01
0.000000000000000000e+00 5.300000000000000000e+01
1.000000000000000000e+00 6.000000000000000000e+01
3.000000000000000000e+00 9.700000000000000000e+01
4.000000000000000000e+00 6.600000000000000000e+01
2.000000000000000000e+00 7.300000000000000000e+01
2.000000000000000000e+00 6.100000000000000000e+01
4.000000000000000000e+00 1.090000000000000000e+02
7.000000000000000000e+00 8.200000000000000000e+01
6.000000000000000000e+00 1.510000000000000000e+02
6.000000000000000000e+00 1.210000000000000000e+02
7.000000000000000000e+00 1.180000000000000000e+02
6.000000000000000000e+00 1.300000000000000000e+02
6.000000000000000000e+00 1.390000000000000000e+02
1.500000000000000000e+01 1.700000000000000000e+02
1.100000000000000000e+01 1.650000000000000000e+02
6.000000000000000000e+00 1.760000000000000000e+02
